Date, Open, High, Low, Close
07/28/83, 165.04, 168.37, 164.38, 165.04
07/27/83, 167.59, 171.65, 166.79, 167.59
07/26/83, 170.35, 171.62, 168.23, 170.35
07/25/83, 169.53, 170.52, 166.86, 169.53
07/22/83, 168.89, 170.06, 167.28, 168.89
07/21/83, 169.06, 170.84, 167.29, 169.06
07/20/83, 169.29, 169.90, 165.92, 169.29
07/19/83, 164.83, 166.10, 163.43, 164.83
07/18/83, 163.95, 165.19, 162.48, 163.95
07/15/83, 164.29, 166.37, 163.37, 164.29
07/14/83, 166.01, 167.85, 164.84, 166.01
07/13/83, 165.46, 165.64, 163.89, 165.46
07/12/83, 165.53, 168.51, 164.91, 165.53
07/11/83, 168.11, 169.23, 166.53, 168.11
07/08/83, 167.08, 168.72, 166.19, 167.08
07/07/83, 167.56, 169.99, 166.27, 167.56
07/06/83, 168.48, 169.23, 165.72, 168.48
07/05/83, 166.60, 168.08, 165.00, 166.60
07/01/83, 168.91, 168.40, 167.90, 168.91
06/30/83, 168.11, 169.12, 166.15, 168.11
06/29/83, 166.64, 167.93, 164.30, 166.64
06/28/83, 165.68, 169.44, 165.16, 165.68
06/27/83, 168.46, 170.93, 167.38, 168.46
06/24/83, 170.40, 171.93, 168.72, 170.40
06/23/83, 170.57, 172.14, 168.96, 170.57
06/22/83, 170.99, 172.76, 169.15, 170.99
06/21/83, 170.53, 171.45, 167.31, 170.53
06/20/83, 169.02, 170.70, 167.66, 169.02
06/17/83, 169.13, 170.80, 167.30, 169.13
06/16/83, 169.14, 168.97, 168.23, 169.14
06/15/83, 167.12, 167.67, 164.11, 167.12
06/14/83, 165.53, 167.10, 163.74, 165.53
06/13/83, 164.84, 165.71, 161.98, 164.84
06/10/83, 162.68, 163.89, 161.15, 162.68
06/09/83, 161.83, 162.97, 159.97, 161.83
06/08/83, 161.36, 163.42, 160.41, 161.36
06/07/83, 162.77, 165.81, 162.13, 162.77
06/06/83, 164.83, 165.99, 163.07, 164.83
06/03/83, 164.42, 165.79, 162.94, 164.42
06/02/83, 163.98, 165.05, 161.82, 163.98
06/01/83, 162.55, 163.60, 160.58, 162.55
05/31/83, 162.39, 164.65, 161.24, 162.39
05/27/83, 164.46, 166.28, 163.55, 164.46
05/26/83, 165.48, 166.04, 165.48, 165.48
05/25/83, 166.21, 167.26, 163.81, 166.21
05/24/83, 165.54, 166.52, 162.99, 165.54
05/23/83, 163.43, 164.25, 159.65, 163.43
05/20/83, 162.14, 163.09, 160.30, 162.14
05/19/83, 161.99, 164.29, 161.12, 161.99
05/18/83, 163.27, 166.00, 162.26, 163.27
05/17/83, 163.71, 164.67, 161.85, 163.71
05/16/83, 163.40, 164.43, 161.33, 163.40
05/13/83, 164.90, 166.15, 163.46, 164.90
05/12/83, 164.25, 166.02, 162.98, 164.25
05/11/83, 164.96, 167.14, 163.65, 164.96
05/10/83, 165.95, 167.44, 164.63, 165.95
05/09/83, 165.81, 167.25, 164.03, 165.81
05/06/83, 166.10, 167.70, 163.73, 166.10
05/05/83, 164.28, 165.56, 162.16, 164.28
05/04/83, 163.31, 164.70, 161.38, 163.31
05/03/83, 162.34, 163.37, 159.98, 162.34
05/02/83, 162.11, 164.80, 161.06, 162.11
04/29/83, 164.42, 165.39, 161.91, 164.42
04/28/83, 162.95, 163.90, 160.53, 162.95
04/27/83, 161.44, 163.71, 161.44, 161.44
04/26/83, 161.81, 162.17, 157.35, 161.81
04/25/83, 158.81, 161.70, 158.09, 158.81
04/22/83, 160.42, 161.81, 158.83, 160.42
04/21/83, 160.05, 161.03, 160.62, 160.05
04/20/83, 160.71, 161.73, 158.02, 160.71
04/19/83, 158.71, 160.42, 157.49, 158.71
04/18/83, 159.74, 160.61, 157.55, 159.74
04/15/83, 158.75, 159.88, 156.98, 158.75
04/14/83, 158.11, 158.82, 155.74, 158.11
04/13/83, 156.77, 158.03, 155.02, 156.77
04/12/83, 155.82, 156.81, 154.06, 155.82
04/11/83, 155.14, 155.80, 151.44, 155.14
04/08/83, 152.85, 153.52, 150.67, 152.85
04/07/83, 151.76, 151.54, 150.89, 151.76
04/06/83, 151.04, 152.39, 149.46, 151.04
04/05/83, 151.89, 154.62, 151.32, 151.89
04/04/83, 153.02, 152.78, 152.24, 153.02
03/31/83, 152.96, 156.41, 152.30, 152.96
03/30/83, 153.39, 153.99, 151.25, 153.39
03/29/83, 151.59, 153.18, 150.64, 151.59
03/28/83, 151.85, 153.33, 150.90, 151.85
03/25/83, 152.67, 154.48, 151.49, 152.67
03/24/83, 153.37, 154.72, 151.71, 153.37
03/23/83, 152.81, 153.83, 150.15, 152.81
03/22/83, 150.66, 152.57, 149.79, 150.66
03/21/83, 151.19, 151.96, 148.58, 151.19
03/18/83, 149.90, 151.11, 148.56, 149.90
03/17/83, 149.59, 150.49, 148.27, 149.59
03/16/83, 149.80, 152.52, 149.04, 149.80
03/15/83, 151.36, 152.07, 149.70, 151.36
03/14/83, 150.83, 152.15, 149.48, 150.83
03/11/83, 151.24, 152.54, 149.97, 151.24
03/10/83, 151.80, 153.97, 152.79, 151.80
03/09/83, 152.87, 152.87, 150.05, 152.87
03/08/83, 151.26, 154.05, 150.70, 151.26
03/07/83, 153.67, 154.95, 151.84, 153.67
03/04/83, 153.67, 154.68, 151.53, 153.67
03/03/83, 153.48, 155.03, 151.61, 153.48
03/02/83, 152.30, 152.49, 151.38, 152.30
03/01/83, 150.88, 151.75, 148.05, 150.88
02/28/83, 148.06, 149.32, 148.51, 148.06
02/25/83, 149.74, 151.81, 148.67, 149.74
02/24/83, 149.60, 150.43, 146.95, 149.60
02/23/83, 146.79, 147.47, 144.53, 146.79
02/22/83, 145.48, 147.17, 145.66, 145.48
02/18/83, 148.00, 148.21, 147.32, 148.00
02/17/83, 147.44, 148.54, 145.65, 147.44
02/16/83, 147.43, 148.58, 148.13, 147.43
02/15/83, 148.30, 150.34, 147.31, 148.30
02/14/83, 148.92, 149.86, 146.74, 148.92
02/11/83, 147.63, 149.59, 146.36, 147.63
02/10/83, 147.50, 148.53, 144.81, 147.50
02/09/83, 145.00, 146.70, 143.43, 145.00
02/08/83, 145.70, 147.89, 144.74, 145.70
02/07/83, 146.93, 148.34, 145.13, 146.93
02/04/83, 146.14, 145.70, 144.18, 146.14
02/03/83, 144.26, 145.44, 142.50, 144.26
02/02/83, 143.23, 143.37, 141.95, 143.23
02/01/83, 142.96, 146.04, 142.57, 142.96
01/31/83, 145.30, 146.06, 142.98, 145.30
01/28/83, 144.51, 146.58, 143.16, 144.51
01/27/83, 144.27, 144.98, 141.16, 144.27
01/26/83, 141.54, 143.17, 140.10, 141.54
01/25/83, 141.75, 142.69, 139.14, 141.75
01/24/83, 139.97, 146.17, 142.47, 139.97
01/21/83, 143.85, 146.17, 142.47, 143.85
01/20/83, 146.29, 147.77, 144.52, 146.29
01/19/83, 145.27, 147.40, 143.51, 145.27
01/18/83, 146.40, 147.71, 144.44, 146.40
01/17/83, 146.71, 147.76, 147.16, 146.71
01/14/83, 146.65, 148.03, 144.94, 146.65
01/13/83, 145.72, 147.77, 144.63, 145.72
01/12/83, 146.69, 149.08, 145.07, 146.69
01/11/83, 145.78, 147.68, 144.45, 145.78
01/10/83, 146.78, 146.77, 144.70, 146.78
01/07/83, 145.18, 147.62, 143.75, 145.18
01/06/83, 145.27, 146.69, 141.60, 145.27
01/05/83, 141.96, 142.59, 141.49, 141.96
01/04/83, 141.35, 141.93, 137.30, 141.35
01/03/83, 138.34, 142.13, 137.72, 138.34
12/31/82, 140.64, 141.63, 139.45, 140.64
12/30/82, 140.33, 142.46, 139.57, 140.33
12/29/82, 141.24, 142.49, 139.71, 141.24
12/28/82, 140.77, 142.33, 141.23, 140.77
12/27/82, 142.18, 143.02, 139.15, 142.18
12/23/82, 139.72, 140.98, 139.72, 139.72
12/22/82, 138.83, 140.86, 137.30, 138.83
12/21/82, 138.61, 139.41, 135.09, 138.61
12/20/82, 136.26, 138.82, 135.40, 136.26
12/17/82, 137.49, 138.57, 134.84, 137.49
12/16/82, 135.30, 137.01, 133.76, 135.30
12/15/82, 135.24, 137.89, 134.16, 135.24
12/14/82, 137.39, 143.00, 136.79, 137.39
12/13/82, 139.95, 141.19, 138.45, 139.95
12/10/82, 139.57, 142.09, 138.17, 139.57
12/09/82, 140.00, 142.67, 138.27, 140.00
12/08/82, 141.81, 144.65, 140.82, 141.81
12/07/82, 142.72, 144.63, 140.74, 142.72
12/06/82, 141.77, 141.77, 138.07, 141.77
12/03/82, 138.69, 140.57, 137.74, 138.69
12/02/82, 138.82, 140.56, 137.64, 138.82
12/01/82, 138.72, 141.24, 137.31, 138.72
11/30/82, 138.54, 138.98, 133.45, 138.54
11/29/82, 134.20, 135.99, 133.04, 134.20
11/26/82, 134.88, 135.63, 133.52, 134.88
11/24/82, 133.88, 134.87, 132.15, 133.88
11/23/82, 132.93, 135.12, 132.09, 132.93
11/22/82, 134.22, 137.49, 133.74, 134.22
11/19/82, 137.02, 139.77, 136.33, 137.02
11/18/82, 138.34, 139.60, 136.68, 138.34
11/17/82, 137.93, 138.97, 135.66, 137.93
11/16/82, 135.42, 137.28, 132.98, 135.42
11/15/82, 137.03, 138.90, 135.79, 137.03
11/12/82, 139.53, 142.74, 138.76, 139.53
11/11/82, 141.76, 142.38, 138.78, 141.76
11/10/82, 141.16, 144.16, 141.61, 141.16
11/09/82, 143.02, 144.03, 139.86, 143.02
11/08/82, 140.44, 142.02, 138.33, 140.44
11/05/82, 142.16, 143.59, 140.25, 142.16
11/04/82, 141.85, 143.71, 143.11, 141.85
11/03/82, 142.87, 143.51, 137.28, 142.87
11/02/82, 137.49, 139.31, 135.72, 137.49
11/01/82, 135.47, 136.06, 132.54, 135.47
10/29/82, 133.71, 134.82, 131.67, 133.71
10/28/82, 133.59, 136.20, 132.90, 133.59
10/27/82, 135.28, 136.95, 133.56, 135.28
10/26/82, 134.48, 135.29, 130.74, 134.48
10/25/82, 133.32, 136.97, 132.54, 133.32
10/22/82, 138.83, 141.40, 137.48, 138.83
10/21/82, 139.06, 144.38, 136.76, 139.06
10/20/82, 139.23, 139.68, 135.47, 139.23
10/19/82, 136.58, 138.81, 134.93, 136.58
10/18/82, 136.73, 137.47, 133.23, 136.73
10/15/82, 133.57, 135.30, 132.05, 133.57
10/14/82, 134.57, 138.01, 133.86, 134.57
10/13/82, 136.71, 137.14, 134.25, 136.71
10/12/82, 134.44, 135.81, 133.64, 134.44
10/11/82, 134.47, 135.48, 132.63, 134.47
10/08/82, 131.05, 132.06, 127.22, 131.05
10/07/82, 128.81, 139.27, 126.80, 128.81
10/06/82, 125.97, 126.33, 121.82, 125.97
10/05/82, 121.98, 123.42, 121.00, 121.98
10/04/82, 121.51, 122.22, 119.91, 121.51
10/01/82, 121.97, 122.46, 119.13, 121.97
09/30/82, 120.42, 121.90, 119.45, 120.42
09/29/82, 121.63, 123.47, 120.71, 121.63
09/28/82, 123.24, 124.91, 122.58, 123.24
09/27/82, 123.62, 124.20, 122.08, 123.62
09/24/82, 123.32, 124.44, 122.36, 123.32
09/23/82, 123.81, 124.92, 122.21, 123.81
09/22/82, 123.99, 127.31, 123.56, 123.99
09/21/82, 124.88, 125.27, 122.16, 124.88
09/20/82, 122.51, 123.25, 120.81, 122.51
09/17/82, 122.55, 124.27, 121.82, 122.55
09/16/82, 123.77, 125.59, 122.89, 123.77
09/15/82, 124.29, 124.69, 122.06, 124.29
09/14/82, 123.10, 124.50, 121.80, 123.10
09/13/82, 122.24, 122.66, 119.60, 122.24
09/10/82, 120.97, 122.17, 119.58, 120.97
09/09/82, 121.97, 123.85, 121.00, 121.97
09/08/82, 122.20, 123.65, 120.45, 122.20
09/07/82, 121.37, 123.30, 120.39, 121.37
09/03/82, 122.68, 124.83, 121.01, 122.68
09/02/82, 120.28, 120.90, 117.16, 120.28
09/01/82, 118.25, 120.01, 118.24, 118.25
08/31/82, 119.51, 120.45, 117.11, 119.51
08/30/82, 117.66, 117.11, 115.92, 117.66
08/27/82, 117.11, 118.89, 115.94, 117.11
08/26/82, 118.55, 120.24, 118.69, 118.55
08/25/82, 117.58, 118.78, 114.56, 117.58
08/24/82, 115.34, 117.53, 114.08, 115.34
08/23/82, 116.11, 116.69, 111.98, 116.11
08/20/82, 113.02, 113.49, 109.33, 113.02
08/19/82, 109.16, 110.67, 107.35, 109.16
08/18/82, 108.53, 111.54, 109.50, 108.53
08/17/82, 109.04, 109.33, 104.32, 109.04
08/16/82, 104.09, 106.21, 103.56, 104.09
08/13/82, 103.85, 104.27, 101.88, 103.85
08/12/82, 102.42, 103.85, 101.80, 102.42
08/11/82, 102.60, 102.88, 102.51, 102.60
08/10/82, 102.84, 104.37, 102.30, 102.84
08/09/82, 103.08, 103.76, 101.44, 103.08
08/06/82, 103.71, 105.74, 103.71, 103.71
08/05/82, 105.16, 106.35, 104.23, 105.16
08/04/82, 106.14, 107.73, 105.59, 106.14
08/03/82, 107.83, 110.05, 107.41, 107.83
08/02/82, 108.98, 109.55, 107.01, 108.98
07/30/82, 107.09, 108.46, 106.59, 107.09
07/29/82, 107.72, 107.89, 106.79, 107.72
07/28/82, 107.73, 109.50, 107.09, 107.73
07/27/82, 109.43, 111.01, 108.90, 109.43
07/26/82, 110.36, 111.53, 109.73, 110.36
07/23/82, 111.17, 112.41, 110.25, 111.17
07/22/82, 111.47, 112.58, 110.21, 111.47
07/21/82, 111.42, 113.12, 110.68, 111.42
07/20/82, 111.54, 112.24, 109.69, 111.54
07/19/82, 110.73, 112.35, 110.08, 110.73
07/16/82, 111.07, 112.14, 109.50, 111.07
07/15/82, 110.47, 111.75, 109.54, 110.47
07/14/82, 110.44, 111.00, 108.44, 110.44
07/13/82, 109.45, 110.69, 108.43, 109.45
07/12/82, 109.57, 110.84, 108.10, 109.57
07/09/82, 108.83, 109.68, 107.26, 108.83
07/08/82, 107.53, 108.08, 105.12, 107.53
07/07/82, 107.22, 108.20, 106.26, 107.22
07/06/82, 107.29, 108.27, 106.18, 107.29
07/02/82, 107.65, 108.10, 107.65, 107.65
07/01/82, 108.71, 109.58, 108.76, 108.71
06/30/82, 109.61, 110.95, 110.95, 109.61
06/29/82, 110.21, 110.27, 109.00, 110.21
06/28/82, 110.26, 110.97, 108.74, 110.26
06/25/82, 109.14, 110.44, 108.50, 109.14
06/24/82, 109.83, 111.39, 109.07, 109.83
06/23/82, 110.14, 110.54, 107.61, 110.14
06/22/82, 108.30, 108.76, 106.51, 108.30
06/21/82, 107.20, 108.39, 106.33, 107.20
06/18/82, 107.28, 108.24, 106.51, 107.28
06/17/82, 107.60, 108.87, 106.96, 107.60
06/16/82, 108.87, 110.62, 108.30, 108.87
06/15/82, 109.69, 110.34, 108.57, 109.69
06/14/82, 109.96, 111.32, 109.41, 109.96
06/11/82, 111.24, 112.19, 110.12, 111.24
