Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,CHG_PCT_1D,VOLATILITY_30D
7/22/1981,127.13,127.13,127.13,127.13,-0.94,11.53
7/23/1981,127.4,127.4,127.4,127.4,0.21,10.96
7/24/1981,128.46,128.46,128.46,128.46,0.83,11.36
7/27/1981,129.9,129.9,129.9,129.9,1.12,11.95
7/28/1981,129.14,129.14,129.14,129.14,-0.59,11.64
7/29/1981,129.16,129.16,129.16,129.16,0.02,11.26
7/30/1981,130.01,130.01,130.01,130.01,0.66,10.89
7/31/1981,130.92,130.92,130.92,130.92,0.7,11.01
8/3/1981,130.48,130.48,130.48,130.48,-0.34,11.03
8/4/1981,131.98,131.98,131.98,131.98,1.15,11.11
8/5/1981,132.67,132.67,132.67,132.67,0.52,11.13
8/6/1981,132.64,132.64,132.64,132.64,-0.02,11.12
8/7/1981,131.75,131.75,131.75,131.75,-0.67,11.29
8/10/1981,132.54,132.54,132.54,132.54,0.6,11.33
8/11/1981,133.85,133.85,133.85,133.85,0.99,11.57
8/12/1981,133.4,133.4,133.4,133.4,-0.34,11.06
8/13/1981,133.51,133.51,133.51,133.51,0.08,10.65
8/14/1981,132.49,132.49,132.49,132.49,-0.76,10.45
8/17/1981,131.22,131.22,131.22,131.22,-0.96,10.8
8/18/1981,130.11,130.11,130.11,130.11,-0.85,11.16
8/19/1981,130.49,130.49,130.49,130.49,0.29,10.96
8/20/1981,130.69,130.69,130.69,130.69,0.15,10.97
8/21/1981,129.23,129.23,129.23,129.23,-1.12,11.49
8/24/1981,125.5,125.5,125.5,125.5,-2.89,14.43
8/25/1981,126.13,126.13,126.13,126.13,0.5,14.45
8/26/1981,124.96,124.96,124.96,124.96,-0.93,14.64
8/27/1981,123.51,123.51,123.51,123.51,-1.16,14.88
8/28/1981,124.08,124.08,124.08,124.08,0.46,14.37
8/31/1981,122.79,122.79,122.79,122.79,-1.04,14.62
9/1/1981,123.02,123.02,123.02,123.02,0.19,14.44
9/2/1981,123.49,123.49,123.49,123.49,0.38,14.49
9/3/1981,121.24,121.24,121.24,121.24,-1.82,15.08
9/4/1981,120.07,120.07,120.07,120.07,-0.97,14.67
9/8/1981,117.98,117.98,117.98,117.98,-1.74,15.31
9/9/1981,118.4,118.4,118.4,118.4,0.36,15.41
9/10/1981,120.14,120.14,120.14,120.14,1.47,16.05
9/11/1981,121.61,121.61,121.61,121.61,1.22,16.41
9/14/1981,120.66,120.66,120.66,120.66,-0.78,16.49
9/15/1981,119.77,119.77,119.77,119.77,-0.74,15.94
9/16/1981,118.87,118.87,118.87,118.87,-0.75,15.76
9/17/1981,117.15,117.15,117.15,117.15,-1.45,16.05
9/18/1981,116.26,116.26,116.26,116.26,-0.76,16.06
9/21/1981,117.24,117.24,117.24,117.24,0.84,16.22
9/22/1981,116.68,116.68,116.68,116.68,-0.48,15.62
9/23/1981,115.65,115.65,115.65,115.65,-0.88,15.66
9/24/1981,115.01,115.01,115.01,115.01,-0.55,15.56
9/25/1981,112.77,112.77,112.77,112.77,-1.95,16.15
9/28/1981,115.53,115.53,115.53,115.53,2.45,18.38
9/29/1981,115.94,115.94,115.94,115.94,0.35,18.48
9/30/1981,116.18,116.18,116.18,116.18,0.21,18.45
10/1/1981,117.08,117.08,117.08,117.08,0.77,18.72
10/2/1981,119.36,119.36,119.36,119.36,1.95,19.79
10/5/1981,119.51,119.51,119.51,119.51,0.13,18.02
10/6/1981,119.39,119.39,119.39,119.39,-0.1,17.9
10/7/1981,121.31,121.31,121.31,121.31,1.61,18.52
10/8/1981,122.31,122.31,122.31,122.31,0.82,18.41
10/9/1981,121.45,121.45,121.45,121.45,-0.7,18.45
10/12/1981,121.21,121.21,121.21,121.21,-0.2,18.21
10/13/1981,120.98,120.98,120.98,120.98,-0.19,18.2
10/14/1981,118.8,118.8,118.8,118.8,-1.8,18.89
10/15/1981,119.71,119.71,119.71,119.71,0.77,18.3
10/16/1981,119.19,119.19,119.19,119.19,-0.43,18.12
10/19/1981,118.98,118.98,118.98,118.98,-0.18,17.32
10/20/1981,120.28,120.28,120.28,120.28,1.09,17.58
10/21/1981,120.1,120.1,120.1,120.1,-0.15,17.04
10/22/1981,119.64,119.64,119.64,119.64,-0.38,16.65
10/23/1981,118.6,118.6,118.6,118.6,-0.87,16.69
10/26/1981,118.16,118.16,118.16,118.16,-0.37,16.58
10/27/1981,119.29,119.29,119.29,119.29,0.96,16.69
10/28/1981,119.45,119.45,119.45,119.45,0.13,16.06
10/29/1981,119.06,119.06,119.06,119.06,-0.33,15.9
10/30/1981,121.89,121.89,121.89,121.89,2.38,17.16
11/2/1981,124.2,124.2,124.2,124.2,1.9,17.82
11/3/1981,124.8,124.8,124.8,124.8,0.48,17.5
11/4/1981,124.74,124.74,124.74,124.74,-0.05,17.35
11/5/1981,123.54,123.54,123.54,123.54,-0.96,16.38
11/6/1981,122.67,122.67,122.67,122.67,-0.7,15.29
11/9/1981,123.29,123.29,123.29,123.29,0.51,15.31
11/10/1981,122.7,122.7,122.7,122.7,-0.48,15.45
11/11/1981,122.92,122.92,122.92,122.92,0.18,15.34
11/12/1981,123.19,123.19,123.19,123.19,0.22,14.34
11/13/1981,121.67,121.67,121.67,121.67,-1.23,14.9
11/16/1981,120.24,120.24,120.24,120.24,-1.18,15.35
11/17/1981,121.15,121.15,121.15,121.15,0.76,14.75
11/18/1981,120.26,120.26,120.26,120.26,-0.73,14.68
11/19/1981,120.71,120.71,120.71,120.71,0.37,14.59
11/20/1981,121.71,121.71,121.71,121.71,0.83,14.79
11/23/1981,121.6,121.6,121.6,121.6,-0.09,14.78
11/24/1981,123.51,123.51,123.51,123.51,1.57,14.34
11/25/1981,124.05,124.05,124.05,124.05,0.44,14.24
11/27/1981,125.09,125.09,125.09,125.09,0.84,14.29
11/30/1981,126.35,126.35,126.35,126.35,1.01,14.46
12/1/1981,126.1,126.1,126.1,126.1,-0.2,14.24
12/2/1981,124.69,124.69,124.69,124.69,-1.12,14.73
12/3/1981,125.12,125.12,125.12,125.12,0.34,14.66
12/4/1981,126.26,126.26,126.26,126.26,0.91,14.47
12/7/1981,125.19,125.19,125.19,125.19,-0.85,14.72
12/8/1981,124.82,124.82,124.82,124.82,-0.3,14.6
12/9/1981,125.48,125.48,125.48,125.48,0.53,14.64
12/10/1981,125.71,125.71,125.71,125.71,0.18,14.56
12/11/1981,124.93,124.93,124.93,124.93,-0.62,13.11
12/14/1981,122.78,122.78,122.78,122.78,-1.72,12.98
12/15/1981,122.99,122.99,122.99,122.99,0.17,12.9
12/16/1981,122.42,122.42,122.42,122.42,-0.46,12.96
12/17/1981,123.12,123.12,123.12,123.12,0.57,12.78
12/18/1981,124,124,124,124,0.71,12.77
12/21/1981,123.34,123.34,123.34,123.34,-0.53,12.8
12/22/1981,122.88,122.88,122.88,122.88,-0.37,12.77
12/23/1981,122.31,122.31,122.31,122.31,-0.46,12.83
12/24/1981,122.54,122.54,122.54,122.54,0.19,12.83
12/28/1981,122.27,122.27,122.27,122.27,-0.22,12.27
12/29/1981,121.67,121.67,121.67,121.67,-0.49,11.81
12/30/1981,122.3,122.3,122.3,122.3,0.52,11.7
12/31/1981,122.55,122.55,122.55,122.55,0.2,11.46
1/4/1982,122.74,122.74,122.74,122.74,0.16,11.43
1/5/1982,120.05,120.05,120.05,120.05,-2.19,13.04
1/6/1982,119.18,119.18,119.18,119.18,-0.72,13.2
1/7/1982,118.93,118.93,118.93,118.93,-0.21,12.2
1/8/1982,119.55,119.55,119.55,119.55,0.52,12.24
1/11/1982,116.78,116.78,116.78,116.78,-2.32,13.55
1/12/1982,116.3,116.3,116.3,116.3,-0.41,13
1/13/1982,114.88,114.88,114.88,114.88,-1.22,13.3
1/14/1982,115.54,115.54,115.54,115.54,0.57,13.32
1/15/1982,116.33,116.33,116.33,116.33,0.68,13.5
1/18/1982,117.22,117.22,117.22,117.22,0.77,13.39
1/19/1982,115.97,115.97,115.97,115.97,-1.07,13.49
1/20/1982,115.27,115.27,115.27,115.27,-0.6,13.53
1/21/1982,115.75,115.75,115.75,115.75,0.42,13.48
1/22/1982,115.38,115.38,115.38,115.38,-0.32,13.4
1/25/1982,115.41,115.41,115.41,115.41,0.03,13.39
1/26/1982,115.19,115.19,115.19,115.19,-0.19,12.6
1/27/1982,115.14,115.14,115.14,115.14,-0.04,12.56
1/28/1982,118.92,118.92,118.92,118.92,3.28,16.24
1/29/1982,120.4,120.4,120.4,120.4,1.24,16.62
2/1/1982,117.78,117.78,117.78,117.78,-2.18,17.59
2/2/1982,118.01,118.01,118.01,118.01,0.2,17.59
2/3/1982,116.48,116.48,116.48,116.48,-1.3,17.92
2/4/1982,116.42,116.42,116.42,116.42,-0.05,17.9
2/5/1982,117.26,117.26,117.26,117.26,0.72,18.07
2/8/1982,114.63,114.63,114.63,114.63,-2.24,19.15
2/9/1982,113.68,113.68,113.68,113.68,-0.83,19.22
2/10/1982,114.66,114.66,114.66,114.66,0.86,19.37
2/11/1982,114.43,114.43,114.43,114.43,-0.2,19.32
2/12/1982,114.38,114.38,114.38,114.38,-0.04,19.3
2/16/1982,114.06,114.06,114.06,114.06,-0.28,18.3
2/17/1982,113.69,113.69,113.69,113.69,-0.32,18.23
2/18/1982,113.82,113.82,113.82,113.82,0.11,18.25
2/19/1982,113.22,113.22,113.22,113.22,-0.53,18.16
2/22/1982,111.59,111.59,111.59,111.59,-1.44,17.35
2/23/1982,111.51,111.51,111.51,111.51,-0.07,17.34
2/24/1982,113.47,113.47,113.47,113.47,1.76,17.89
2/25/1982,113.21,113.21,113.21,113.21,-0.23,17.79
2/26/1982,113.11,113.11,113.11,113.11,-0.09,17.64
3/1/1982,113.31,113.31,113.31,113.31,0.18,17.46
3/2/1982,112.68,112.68,112.68,112.68,-0.56,17.26
3/3/1982,110.92,110.92,110.92,110.92,-1.56,17.77
3/4/1982,109.88,109.88,109.88,109.88,-0.94,17.84
3/5/1982,109.34,109.34,109.34,109.34,-0.49,17.86
3/8/1982,107.34,107.34,107.34,107.34,-1.83,18.52
3/9/1982,108.83,108.83,108.83,108.83,1.39,19.15
3/10/1982,109.41,109.41,109.41,109.41,0.53,19.27
3/11/1982,109.36,109.36,109.36,109.36,-0.05,16.14
3/12/1982,108.61,108.61,108.61,108.61,-0.69,15.46
3/15/1982,109.45,109.45,109.45,109.45,0.77,14.71
3/16/1982,109.28,109.28,109.28,109.28,-0.16,14.65
3/17/1982,109.08,109.08,109.08,109.08,-0.18,14.29
3/18/1982,110.3,110.3,110.3,110.3,1.12,14.84
3/19/1982,110.61,110.61,110.61,110.61,0.28,14.65
3/22/1982,112.77,112.77,112.77,112.77,1.95,14.55
3/23/1982,113.55,113.55,113.55,113.55,0.69,14.51
3/24/1982,112.97,112.97,112.97,112.97,-0.51,14.33
3/25/1982,113.21,113.21,113.21,113.21,0.21,14.34
3/26/1982,111.94,111.94,111.94,111.94,-1.12,14.71
3/29/1982,112.3,112.3,112.3,112.3,0.32,14.74
3/30/1982,112.27,112.27,112.27,112.27,-0.03,14.72
3/31/1982,111.96,111.96,111.96,111.96,-0.28,14.72
4/1/1982,113.79,113.79,113.79,113.79,1.63,15.47
4/2/1982,115.12,115.12,115.12,115.12,1.17,15.15
4/5/1982,114.73,114.73,114.73,114.73,-0.34,15.2
4/6/1982,115.36,115.36,115.36,115.36,0.55,14.4
4/7/1982,115.46,115.46,115.46,115.46,0.09,14.37
4/8/1982,116.22,116.22,116.22,116.22,0.66,14.47
4/12/1982,116,116,116,116,-0.19,14.49
4/13/1982,115.99,115.99,115.99,115.99,-0.01,14.36
4/14/1982,115.83,115.83,115.83,115.83,-0.14,13.41
4/15/1982,116.35,116.35,116.35,116.35,0.45,13
4/16/1982,116.81,116.81,116.81,116.81,0.4,12.84
4/19/1982,116.7,116.7,116.7,116.7,-0.09,11.17
4/20/1982,115.44,115.44,115.44,115.44,-1.08,11.37
4/21/1982,115.48,116.58,114.44,115.72,0.24,11.33
4/22/1982,115.72,117.25,115.72,117.19,1.27,11.74
4/23/1982,118.02,118.64,117.19,118.64,1.24,11.74
4/26/1982,118.94,119.33,118.25,119.26,0.52,11.67
4/27/1982,119.07,119.26,117.73,118,-1.06,12.3
4/28/1982,117.83,118.05,116.94,117.26,-0.63,12.52
4/29/1982,116.4,117.24,116.11,116.13,-0.96,12.74
4/30/1982,116.21,116.78,116.07,116.44,0.27,12.73
5/3/1982,115.96,116.82,115.91,116.81,0.32,11.53
5/4/1982,117.41,117.64,116.85,117.46,0.56,11.47
5/5/1982,117.85,118.05,117.31,117.67,0.18,11.31
5/6/1982,118.82,118.83,117.68,118.68,0.86,11.51
5/7/1982,119.08,119.89,118.71,119.47,0.67,10.87
5/10/1982,119.08,119.49,118.37,118.38,-0.91,11.39
5/11/1982,118.54,119.59,118.32,119.42,0.88,11.55
5/12/1982,119.89,119.92,118.76,119.17,-0.21,11.53
5/13/1982,119.08,119.2,118.13,118.22,-0.8,11.06
5/14/1982,118.2,118.4,118.01,118.01,-0.18,10.62
5/17/1982,117.62,118.02,116.66,116.71,-1.1,11.14
5/18/1982,116.35,116.7,115.71,115.84,-0.75,11.29
5/19/1982,115.61,115.96,114.82,114.89,-0.82,11.56
5/20/1982,114.85,115.07,114.37,114.59,-0.26,11.39
5/21/1982,115.03,115.13,114.6,114.89,0.26,11.42
5/24/1982,114.46,114.86,114.24,114.79,-0.09,11.42
5/25/1982,115.5,115.51,114.39,114.4,-0.34,11.45
5/26/1982,113.68,114.4,112.88,113.11,-1.13,11.79
5/27/1982,113.11,113.12,112.58,112.66,-0.4,11.73
5/28/1982,112.79,112.8,111.66,111.88,-0.69,11.85
6/1/1982,111.97,112.07,111.66,111.68,-0.18,11.49
6/2/1982,111.74,112.19,111.55,112.04,0.32,11.51
6/3/1982,112.04,112.48,111.45,111.86,-0.16,10.69
6/4/1982,111.66,111.85,110.02,110.09,-1.58,10.63
6/7/1982,109.59,110.59,109.42,110.12,0.03,10.39
6/8/1982,110.33,110.33,109.6,109.63,-0.44,10.12
6/9/1982,109.46,109.63,108.53,108.99,-0.58,10.11
6/10/1982,109.35,109.7,108.96,109.61,0.57,10.14
6/11/1982,111.11,111.48,109.65,111.24,1.49,11.24
6/14/1982,110.5,111.22,109.9,109.96,-1.15,11.53
6/15/1982,109.63,109.96,108.98,109.96,0,11.31
6/16/1982,110.1,110.13,108.82,108.87,-0.99,11.46
6/17/1982,108.01,108.85,107.48,107.6,-1.17,11.22
6/18/1982,107.6,107.6,107.07,107.28,-0.3,10.78
6/21/1982,107.28,107.88,107.01,107.2,-0.07,10.68
6/22/1982,107.25,108.3,107.17,108.3,1.03,10.85
6/23/1982,108.59,110.14,108.09,110.14,1.7,12.42
6/24/1982,110.25,110.92,109.79,109.83,-0.28,12.31
6/25/1982,109.56,109.83,109.09,109.14,-0.63,12.36
6/28/1982,109.3,110.45,109.17,110.26,1.03,12.66
6/29/1982,110.26,110.57,109.68,110.21,-0.05,12.55
6/30/1982,110.95,111,109.5,109.61,-0.54,12.44
7/1/1982,109.52,109.63,108.62,108.71,-0.82,12.6
7/2/1982,108.1,108.71,107.6,107.65,-0.98,12.74
7/6/1982,107.27,107.67,106.74,107.29,-0.33,12.74
7/7/1982,107.08,107.61,106.99,107.22,-0.07,12.74
7/8/1982,106.85,107.53,105.57,107.53,0.29,12.51
7/9/1982,108.23,108.97,107.56,108.83,1.21,13.14
7/12/1982,109.48,109.62,108.89,109.57,0.68,13.23
7/13/1982,109.19,110.07,109.19,109.45,-0.11,13.22
7/14/1982,109.68,110.44,109.08,110.44,0.9,13.49
7/15/1982,110.83,110.95,110.27,110.47,0.03,13.49
7/16/1982,110.16,111.48,110.16,111.07,0.54,12.7
7/19/1982,111.75,111.78,110.66,110.73,-0.31,12.74
7/20/1982,111.11,111.56,110.35,111.54,0.73,12.83
7/21/1982,112.15,112.39,111.38,111.42,-0.11,12.69
7/22/1982,110.95,112.02,110.94,111.47,0.04,12.59
7/23/1982,111.46,111.58,111.05,111.17,-0.27,11.83
7/26/1982,110.66,111.16,110.29,110.36,-0.73,11.51
7/27/1982,110.26,110.35,109.36,109.43,-0.84,11.79
7/28/1982,109.42,109.42,107.53,107.73,-1.55,12.34
7/29/1982,107.42,107.92,106.62,107.72,-0.01,11.83
7/30/1982,107.35,107.95,107.01,107.09,-0.58,11.93
8/2/1982,107.71,109.09,107.11,108.98,1.76,13.03
8/3/1982,108.98,109.43,107.81,107.83,-1.06,13.09
8/4/1982,107.83,107.83,106.11,106.14,-1.57,12.8
8/5/1982,106.1,106.1,104.76,105.16,-0.92,13.02
8/6/1982,105.16,105.16,103.67,103.71,-1.38,13.47
8/9/1982,103.69,103.69,102.2,103.08,-0.61,13
8/10/1982,103.11,103.84,102.82,102.84,-0.23,12.99
8/11/1982,102.83,103.01,102.48,102.6,-0.23,12.95
8/12/1982,102.6,103.22,102.39,102.42,-0.18,12.82
8/13/1982,102.42,103.85,102.4,103.85,1.4,13.43
8/16/1982,103.86,105.52,103.82,104.09,0.23,13.46
8/17/1982,105.4,109.33,104.32,109.04,4.76,19.58
8/18/1982,109.04,111.58,108.46,108.53,-0.47,19.63
8/19/1982,108.53,109.86,108.34,109.16,0.58,19.37
8/20/1982,109.19,113.03,109.19,113.02,3.54,21.91
8/23/1982,113.02,116.11,112.65,116.11,2.73,23.23
8/24/1982,116.11,116.39,115.08,115.34,-0.66,23.27
8/25/1982,115.35,118.12,115.11,117.58,1.94,23.86
8/26/1982,117.57,120.26,117.57,118.55,0.82,23.91
8/27/1982,117.38,118.56,116.63,117.11,-1.21,24.25
8/30/1982,117.05,117.66,115.79,117.66,0.47,24.21
8/31/1982,117.65,119.6,117.65,119.51,1.57,24.54
9/1/1982,119.52,120.05,117.98,118.25,-1.05,24.84
9/2/1982,118.24,120.32,117.84,120.28,1.72,25.19
9/3/1982,120.31,123.64,120.31,122.68,2,25.49
9/7/1982,122.68,122.68,121.19,121.37,-1.07,25.6
9/8/1982,121.33,123.11,121.19,122.2,0.68,24.91
9/9/1982,122.19,123.22,121.9,121.97,-0.19,24.94
9/10/1982,121.97,121.98,120.27,120.97,-0.82,25.04
9/13/1982,120.94,122.24,120.25,122.24,1.05,24.78
9/14/1982,122.27,123.69,122.27,123.1,0.7,24.38
9/15/1982,123.09,124.81,122.72,124.29,0.97,23.58
9/16/1982,124.28,124.88,123.65,123.77,-0.42,23.34
9/17/1982,123.76,123.76,122.34,122.55,-0.99,23.06
9/20/1982,122.54,122.54,121.48,122.51,-0.03,22.85
9/21/1982,122.51,124.91,122.51,124.88,1.93,23.03
9/22/1982,124.9,126.43,123.99,123.99,-0.71,23.25
9/23/1982,123.99,124.19,122.96,123.81,-0.15,23.24
9/24/1982,123.79,123.8,123.11,123.32,-0.4,23.33
9/27/1982,123.32,123.62,122.75,123.62,0.24,23.33
9/28/1982,123.62,124.16,123.21,123.24,-0.31,19.78
9/29/1982,123.24,123.24,121.28,121.63,-1.31,20.29
9/30/1982,121.62,121.62,120.14,120.42,-0.99,20.7
10/1/1982,120.4,121.97,120.15,121.97,1.29,18.54
10/4/1982,121.97,121.97,120.56,121.51,-0.38,17.02
10/5/1982,121.6,122.73,121.6,121.98,0.39,16.84
10/6/1982,122,126.97,122,126.97,4.09,19.74
10/7/1982,125.99,128.96,125.99,128.8,1.44,19.98
10/8/1982,128.79,131.11,128.79,131.05,1.75,19.87
10/11/1982,131.06,135.53,131.06,134.47,2.61,20.92
10/12/1982,134.48,135.85,133.59,134.44,-0.02,20.68
10/13/1982,134.42,137.97,134.14,136.71,1.69,20.5
10/14/1982,136.71,136.89,134.55,134.57,-1.57,21.06
10/15/1982,134.55,134.61,133.28,133.57,-0.74,20.73
10/18/1982,133.59,136.73,133.59,136.73,2.37,21.15
10/19/1982,136.73,137.96,135.72,136.58,-0.11,21.19
10/20/1982,136.58,139.23,136.37,139.23,1.94,21.6
10/21/1982,139.23,140.27,137.63,139.06,-0.12,21.32
10/22/1982,139.06,140.4,138.75,138.83,-0.17,21.33
10/25/1982,138.81,138.81,133.32,133.32,-3.97,25.18
10/26/1982,133.29,134.48,131.5,134.48,0.87,25.16
10/27/1982,134.48,135.92,134.48,135.28,0.59,25.08
10/28/1982,135.28,135.42,133.59,133.59,-1.25,25.22
10/29/1982,133.54,134.02,132.64,133.71,0.09,25.21
11/1/1982,133.72,136.03,133.22,135.47,1.32,24.91
11/2/1982,135.48,138.51,135.48,137.49,1.49,24.97
11/3/1982,137.53,142.88,137.53,142.87,3.91,26.99
11/4/1982,142.85,143.99,141.65,141.86,-0.71,27.1
11/5/1982,141.85,142.43,141.32,142.16,0.21,27.1
11/8/1982,142.12,142.12,139.98,140.44,-1.21,27.48
11/9/1982,140.48,143.16,140.46,143.02,1.84,27.22
11/10/1982,143.04,144.36,140.8,141.16,-1.3,27.4
11/11/1982,141.15,141.76,139.88,141.76,0.43,27.3
11/12/1982,141.75,141.85,139.53,139.53,-1.57,27.9
11/15/1982,139.54,139.54,137,137.03,-1.79,28.73
11/16/1982,136.97,136.97,134.05,135.42,-1.17,26.82
11/17/1982,135.47,137.93,135.47,137.93,1.85,27.02
11/18/1982,137.93,138.78,137.47,138.34,0.3,26.62
11/19/1982,138.35,138.93,137,137.02,-0.95,25.76
11/22/1982,137.03,137.1,134.21,134.22,-2.04,26.54
11/23/1982,134.21,134.28,132.89,132.93,-0.96,26.16
11/24/1982,132.92,133.88,132.92,133.88,0.71,25.85
11/26/1982,133.89,134.88,133.89,134.88,0.75,25.85
11/29/1982,134.89,135.29,133.69,134.2,-0.5,24.88
11/30/1982,134.2,138.54,134.19,138.54,3.23,26.71
12/1/1982,138.56,140.37,138.35,138.72,0.13,26.07
12/2/1982,138.72,139.63,138.66,138.82,0.07,26.07
12/3/1982,138.87,139.59,138.59,138.69,-0.09,26.07
12/6/1982,138.7,141.77,138.01,141.77,2.22,23.67
12/7/1982,141.79,143.68,141.79,142.72,0.67,23.62
12/8/1982,142.71,143.58,141.81,141.81,-0.64,23.72
12/9/1982,141.8,141.8,139.92,140,-1.28,23.74
12/10/1982,139.99,141.15,139.35,139.57,-0.31,23.78
12/13/1982,139.57,140.12,139.5,139.95,0.27,23.51
12/14/1982,139.99,142.5,137.34,137.39,-1.83,23.82
12/15/1982,137.4,137.4,135.12,135.24,-1.56,21.07
12/16/1982,135.22,135.78,134.79,135.3,0.04,21.02
12/17/1982,135.35,138.57,134.84,137.49,1.62,21.66
12/20/1982,137.49,137.84,136.19,136.26,-0.89,21.53
12/21/1982,136.24,139.27,136.07,138.61,1.72,21.44
12/22/1982,138.63,139.69,138.6,138.83,0.16,21.12
12/23/1982,138.84,139.94,138.84,139.72,0.64,21.18
12/27/1982,139.73,142.32,139.72,142.18,1.76,21.28
12/28/1982,142.18,142.34,140.75,140.77,-0.99,20.75
12/29/1982,140.77,141.73,140.68,141.24,0.33,20.38
12/30/1982,141.24,141.68,140.22,140.33,-0.64,19.82
12/31/1982,140.34,140.78,140.27,140.64,0.22,19.81
1/3/1983,140.65,141.33,138.2,138.34,-1.64,20.24
1/4/1983,138.33,141.36,138.08,141.35,2.18,20.12
1/5/1983,141.35,142.6,141.15,141.96,0.43,19.81
1/6/1983,142.01,145.78,142.01,145.27,2.33,20.73
1/7/1983,145.27,146.46,145.15,145.18,-0.06,20.7
1/10/1983,145.19,147.25,144.58,146.78,1.1,20.71
1/11/1983,146.79,146.83,145.38,145.78,-0.68,18.89
1/12/1983,145.76,148.36,145.76,146.69,0.62,18.93
1/13/1983,146.67,146.94,145.67,145.72,-0.66,19.1
1/14/1983,145.72,147.12,145.72,146.65,0.64,19.14
1/17/1983,146.65,147.9,146.64,146.71,0.04,18.1
1/18/1983,146.71,146.74,145.52,146.4,-0.21,18.04
1/19/1983,146.4,146.45,144.51,145.27,-0.77,18.1
1/20/1983,145.29,146.62,145.29,146.29,0.7,17.68
1/21/1983,146.3,146.3,143.25,143.85,-1.67,18.47
1/24/1983,143.84,143.84,139.1,139.97,-2.7,20.32
1/25/1983,139.98,141.75,139.98,141.75,1.27,19.82
1/26/1983,141.77,142.16,141.16,141.54,-0.15,19.14
1/27/1983,141.54,144.3,141.54,144.27,1.93,19.84
1/28/1983,144.31,145.47,144.25,144.51,0.17,19.37
1/31/1983,144.51,145.3,143.93,145.3,0.55,19.11
2/1/1983,145.29,145.29,142.96,142.96,-1.61,19.31
2/2/1983,142.95,143.52,141.9,143.23,0.19,19.31
2/3/1983,143.25,144.43,143.25,144.26,0.72,19.33
2/4/1983,144.26,146.14,144.14,146.14,1.3,19.02
2/7/1983,146.14,147.42,146.14,146.93,0.54,18.76
2/8/1983,146.93,147.21,145.52,145.7,-0.84,18.98
2/9/1983,145.7,145.83,144.09,145,-0.48,18.92
2/10/1983,145.04,147.75,145.04,147.5,1.72,19.52
2/11/1983,147.51,148.81,147.18,147.63,0.09,18.69
2/14/1983,147.71,149.14,147.4,148.92,0.87,17.84
2/15/1983,148.94,149.41,148.13,148.3,-0.42,17.91
2/16/1983,148.31,148.66,147.41,147.43,-0.59,16.74
2/17/1983,147.43,147.57,146.36,147.44,0.01,16.73
2/18/1983,147.44,148.29,147.21,148,0.38,16.45
2/22/1983,148.01,148.11,145.42,145.48,-1.7,17.15
2/23/1983,145.47,146.79,145.4,146.79,0.9,17.26
2/24/1983,146.8,149.67,146.8,149.6,1.91,18.03
2/25/1983,149.6,150.88,149.6,149.74,0.09,17.95
2/28/1983,149.74,149.74,147.81,148.06,-1.12,18.3
3/1/1983,148.07,150.88,148.07,150.88,1.9,19.1
3/2/1983,150.91,152.63,150.91,152.3,0.94,19.06
3/3/1983,152.31,154.16,152.31,153.48,0.77,19.08
3/4/1983,153.47,153.67,152.53,153.67,0.12,18.2
3/7/1983,153.67,154,152.65,153.67,0,15.75
3/8/1983,153.63,153.63,151.26,151.26,-1.57,16.46
3/9/1983,151.25,152.87,150.84,152.87,1.06,16.6
3/10/1983,152.87,154.01,151.75,151.8,-0.7,16.03
3/11/1983,151.75,151.75,150.65,151.24,-0.37,16.11
3/14/1983,151.28,151.3,150.22,150.83,-0.27,16.11
3/15/1983,150.83,151.37,150.4,151.36,0.35,15.18
3/16/1983,151.36,151.62,149.78,149.8,-1.03,15.62
3/17/1983,149.8,149.8,149.12,149.59,-0.14,15.54
3/18/1983,149.59,150.29,148.56,149.9,0.21,15.12
3/21/1983,149.82,151.21,149.32,151.19,0.86,15.24
3/22/1983,151.21,151.59,150.6,150.66,-0.35,15.03
3/23/1983,150.65,152.98,150.65,152.81,1.43,15.4
3/24/1983,152.82,153.78,152.82,153.37,0.37,14.67
3/25/1983,153.37,153.71,152.3,152.67,-0.46,14.77
3/28/1983,152.67,152.67,151.56,151.85,-0.54,14.71
3/29/1983,151.85,152.46,151.42,151.59,-0.17,14.65
3/30/1983,151.6,153.39,151.6,153.39,1.19,14.86
3/31/1983,153.41,155.02,152.86,152.96,-0.28,14.91
4/4/1983,152.92,153.02,152.23,153.02,0.04,14.89
4/5/1983,153.04,153.92,151.81,151.89,-0.74,14.04
4/6/1983,151.9,151.9,150.17,151.04,-0.56,14
4/7/1983,151.04,151.77,150.81,151.76,0.48,12.9
4/8/1983,151.77,152.85,151.39,152.85,0.72,13.06
4/11/1983,152.87,155.14,152.87,155.14,1.5,13.18
4/12/1983,155.15,155.82,154.78,155.82,0.44,12.08
4/13/1983,155.82,157.22,155.82,156.77,0.61,11.91
4/14/1983,156.8,158.12,156.55,158.11,0.85,11.96
4/15/1983,158.11,158.75,158.11,158.75,0.4,11.99
4/18/1983,158.75,159.75,158.41,159.74,0.62,12.08
4/19/1983,159.74,159.74,158.54,158.71,-0.64,11.14
4/20/1983,158.71,160.83,158.71,160.71,1.26,11.29
4/21/1983,160.73,161.08,159.96,160.05,-0.41,11.12
