Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,CHG_PCT_1D,VOLATILITY_30D
11/3/1931,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,71.96
11/4/1931,10.82,10.82,10.82,10.82,3.05,68.74
11/5/1931,10.78,10.78,10.78,10.78,-0.37,68.39
11/6/1931,11.11,11.11,11.11,11.11,3.06,67.85
11/9/1931,11.52,11.52,11.52,11.52,3.69,67.05
11/10/1931,11.28,11.28,11.28,11.28,-2.08,66.33
11/11/1931,11.11,11.11,11.11,11.11,-1.51,66.21
11/12/1931,11.07,11.07,11.07,11.07,-0.36,66.15
11/13/1931,10.72,10.72,10.72,10.72,-3.16,59.15
11/16/1931,10.43,10.43,10.43,10.43,-2.71,48.45
11/17/1931,10.6,10.6,10.6,10.6,1.63,48.39
11/18/1931,10.21,10.21,10.21,10.21,-3.68,42.68
11/19/1931,10.16,10.16,10.16,10.16,-0.49,42.66
11/20/1931,9.85,9.85,9.85,9.85,-3.05,41.58
11/23/1931,9.7,9.7,9.7,9.7,-1.52,41.04
11/24/1931,9.87,9.87,9.87,9.87,1.75,40.84
11/25/1931,9.53,9.53,9.53,9.53,-3.44,41.77
11/26/1931,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,41.28
11/27/1931,9.31,9.31,9.31,9.31,-2.31,41.42
11/30/1931,9.5,9.5,9.5,9.5,2.04,39.26
12/1/1931,9.38,9.38,9.38,9.38,-1.26,39.31
12/2/1931,9.05,9.05,9.05,9.05,-3.52,39.47
12/3/1931,9.22,9.22,9.22,9.22,1.88,38.42
12/4/1931,9.02,9.02,9.02,9.02,-2.17,38.54
12/7/1931,9.29,9.29,9.29,9.29,2.99,39.72
12/8/1931,9.02,9.02,9.02,9.02,-2.91,39.46
12/9/1931,8.78,8.78,8.78,8.78,-2.66,40
12/10/1931,8.58,8.58,8.58,8.58,-2.28,38.58
12/11/1931,8.31,8.31,8.31,8.31,-3.15,39.04
12/14/1931,8.01,8.01,8.01,8.01,-3.61,37.91
12/15/1931,8.12,8.12,8.12,8.12,1.37,37.96
12/16/1931,7.93,7.93,7.93,7.93,-2.34,38.12
12/17/1931,7.72,7.72,7.72,7.72,-2.65,36.1
12/18/1931,8.36,8.36,8.36,8.36,8.29,43.47
12/21/1931,8.15,8.15,8.15,8.15,-2.51,43.59
12/22/1931,8.29,8.29,8.29,8.29,1.72,44.43
12/23/1931,7.95,7.95,7.95,7.95,-4.1,45.38
12/24/1931,7.96,7.96,7.96,7.96,0.13,45.08
12/25/1931,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,45.62
12/28/1931,7.76,7.76,7.76,7.76,-2.51,45.06
12/29/1931,7.96,7.96,7.96,7.96,2.58,45.66
12/30/1931,8.1,8.1,8.1,8.1,1.76,46.39
12/31/1931,8.12,8.12,8.12,8.12,0.25,45.92
1/1/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,46.76
1/4/1932,7.56,7.56,7.56,7.56,-6.9,50.28
1/5/1932,7.55,7.55,7.55,7.55,-0.13,49.68
1/6/1932,8.08,8.08,8.08,8.08,7.02,55.01
1/7/1932,8.22,8.22,8.22,8.22,1.73,54.4
1/8/1932,8.57,8.57,8.57,8.57,4.26,55.77
1/11/1932,8.48,8.48,8.48,8.48,-1.05,55.74
1/12/1932,8.39,8.39,8.39,8.39,-1.06,54.83
1/13/1932,8.8,8.8,8.8,8.8,4.89,56.68
1/14/1932,8.9,8.9,8.9,8.9,1.14,56.43
1/15/1932,8.92,8.92,8.92,8.92,0.22,55.61
1/18/1932,8.51,8.51,8.51,8.51,-4.6,56.75
1/19/1932,8.48,8.48,8.48,8.48,-0.35,56.19
1/20/1932,8.63,8.63,8.63,8.63,1.77,56.03
1/21/1932,8.58,8.58,8.58,8.58,-0.58,55.11
1/22/1932,8.21,8.21,8.21,8.21,-4.31,55.66
1/25/1932,8.2,8.2,8.2,8.2,-0.12,55.51
1/26/1932,8.31,8.31,8.31,8.31,1.34,55.09
1/27/1932,8.15,8.15,8.15,8.15,-1.93,54.75
1/28/1932,8.03,8.03,8.03,8.03,-1.47,48.89
1/29/1932,7.94,7.94,7.94,7.94,-1.12,48.39
2/1/1932,8.23,8.23,8.23,8.23,3.65,49.44
2/2/1932,8.05,8.05,8.05,8.05,-2.19,48.14
2/3/1932,8.09,8.09,8.09,8.09,0.5,48.16
2/4/1932,8.04,8.04,8.04,8.04,-0.62,47.48
2/5/1932,7.78,7.78,7.78,7.78,-3.23,47.74
2/8/1932,7.62,7.62,7.62,7.62,-2.06,47.46
2/9/1932,7.53,7.53,7.53,7.53,-1.18,47.17
2/10/1932,7.5,7.5,7.5,7.5,-0.4,47.14
2/11/1932,8.12,8.12,8.12,8.12,8.27,48.4
2/12/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.4
2/15/1932,8.5,8.5,8.5,8.5,4.68,50.13
2/16/1932,8.84,8.84,8.84,8.84,4,47.31
2/17/1932,8.48,8.48,8.48,8.48,-4.07,49
2/18/1932,8.71,8.71,8.71,8.71,2.71,48.01
2/19/1932,8.72,8.72,8.72,8.72,0.11,47.88
2/22/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.64
2/23/1932,8.22,8.22,8.22,8.22,-5.73,49.75
2/24/1932,8.43,8.43,8.43,8.43,2.55,50.33
2/25/1932,8.35,8.35,8.35,8.35,-0.95,50.36
2/26/1932,8.34,8.34,8.34,8.34,-0.12,48.26
2/29/1932,8.29,8.29,8.29,8.29,-0.6,48.28
3/1/1932,8.35,8.35,8.35,8.35,0.72,48
3/2/1932,8.71,8.71,8.71,8.71,4.31,49.82
3/3/1932,8.71,8.71,8.71,8.71,0,47.7
3/4/1932,8.72,8.72,8.72,8.72,0.11,47.69
3/7/1932,8.82,8.82,8.82,8.82,1.15,47.65
3/8/1932,8.98,8.98,8.98,8.98,1.81,47.36
3/9/1932,8.81,8.81,8.81,8.81,-1.89,47.55
3/10/1932,8.73,8.73,8.73,8.73,-0.91,47.49
3/11/1932,8.52,8.52,8.52,8.52,-2.41,47.06
3/14/1932,8.31,8.31,8.31,8.31,-2.46,47.21
3/15/1932,8.31,8.31,8.31,8.31,0,47.19
3/16/1932,8.11,8.11,8.11,8.11,-2.41,47.8
3/17/1932,8.28,8.28,8.28,8.28,2.1,46.97
3/18/1932,8.02,8.02,8.02,8.02,-3.14,47.63
3/21/1932,8.06,8.06,8.06,8.06,0.5,47.43
3/22/1932,8.05,8.05,8.05,8.05,-0.12,47.4
3/23/1932,7.94,7.94,7.94,7.94,-1.37,40.64
3/24/1932,7.86,7.86,7.86,7.86,-1.01,37.84
3/25/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,37.84
3/28/1932,7.59,7.59,7.59,7.59,-3.44,36.57
3/29/1932,7.58,7.58,7.58,7.58,-0.13,34.7
3/30/1932,7.74,7.74,7.74,7.74,2.11,34.22
3/31/1932,7.31,7.31,7.31,7.31,-5.56,37.87
4/1/1932,7.18,7.18,7.18,7.18,-1.78,34.13
4/4/1932,7.06,7.06,7.06,7.06,-1.67,33.69
4/5/1932,6.73,6.73,6.73,6.73,-4.67,34.63
4/6/1932,6.53,6.53,6.53,6.53,-2.97,35.28
4/7/1932,6.46,6.46,6.46,6.46,-1.07,35.2
4/8/1932,6.29,6.29,6.29,6.29,-2.63,35.59
4/11/1932,6.07,6.07,6.07,6.07,-3.5,36
4/12/1932,6.06,6.06,6.06,6.06,-0.16,31.97
4/13/1932,5.98,5.98,5.98,5.98,-1.32,31.7
4/14/1932,6.25,6.25,6.25,6.25,4.52,36.02
4/15/1932,6.42,6.42,6.42,6.42,2.72,37.27
4/18/1932,6.12,6.12,6.12,6.12,-4.67,37.68
4/19/1932,6.03,6.03,6.03,6.03,-1.47,37.64
4/20/1932,6.03,6.03,6.03,6.03,0,37.85
4/21/1932,6.24,6.24,6.24,6.24,3.48,40.32
4/22/1932,5.96,5.96,5.96,5.96,-4.49,41.5
4/25/1932,6.03,6.03,6.03,6.03,1.17,41.97
4/26/1932,6.12,6.12,6.12,6.12,1.49,42.5
4/27/1932,6.27,6.27,6.27,6.27,2.45,42.76
4/28/1932,6.03,6.03,6.03,6.03,-3.83,43.16
4/29/1932,5.83,5.83,5.83,5.83,-3.32,43.46
5/2/1932,5.74,5.74,5.74,5.74,-1.54,43.36
5/3/1932,5.66,5.66,5.66,5.66,-1.39,43.36
5/4/1932,5.74,5.74,5.74,5.74,1.41,44.08
5/5/1932,5.68,5.68,5.68,5.68,-1.05,43.44
5/6/1932,6.09,6.09,6.09,6.09,7.22,48.93
5/9/1932,5.96,5.96,5.96,5.96,-2.13,49.06
5/10/1932,6.01,6.01,6.01,6.01,0.84,48.51
5/11/1932,6,6,6,6,-0.17,46.16
5/12/1932,5.8,5.8,5.8,5.8,-3.33,46.76
5/13/1932,5.6,5.6,5.6,5.6,-3.45,47.41
5/16/1932,5.61,5.61,5.61,5.61,0.18,45.84
5/17/1932,5.59,5.59,5.59,5.59,-0.36,45.24
5/18/1932,5.45,5.45,5.45,5.45,-2.5,45.61
5/19/1932,5.48,5.48,5.48,5.48,0.55,45.27
5/20/1932,5.48,5.48,5.48,5.48,0,44.26
5/23/1932,5.43,5.43,5.43,5.43,-0.91,44.29
5/24/1932,5.21,5.21,5.21,5.21,-4.05,45.62
5/25/1932,5.03,5.03,5.03,5.03,-3.45,43.87
5/26/1932,5.11,5.11,5.11,5.11,1.59,43.19
5/27/1932,4.83,4.83,4.83,4.83,-5.48,43.99
5/30/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,44.75
5/31/1932,4.47,4.47,4.47,4.47,-7.45,49.41
6/1/1932,4.4,4.4,4.4,4.4,-1.57,47.34
6/2/1932,4.64,4.64,4.64,4.64,5.45,50.14
6/3/1932,4.89,4.89,4.89,4.89,5.39,53.2
6/6/1932,5.07,5.07,5.07,5.07,3.68,54.44
6/7/1932,4.85,4.85,4.85,4.85,-4.34,54.7
6/8/1932,4.57,4.57,4.57,4.57,-5.77,56.11
6/9/1932,4.57,4.57,4.57,4.57,0,55.67
6/10/1932,4.92,4.92,4.92,4.92,7.66,61.01
6/13/1932,4.82,4.82,4.82,4.82,-2.03,61.13
6/14/1932,4.94,4.94,4.94,4.94,2.49,61.54
6/15/1932,5.12,5.12,5.12,5.12,3.64,62.78
6/16/1932,5.12,5.12,5.12,5.12,0,58.37
6/17/1932,4.83,4.83,4.83,4.83,-5.66,60.34
6/20/1932,4.89,4.89,4.89,4.89,1.24,60.45
6/21/1932,4.77,4.77,4.77,4.77,-2.45,60.65
6/22/1932,4.77,4.77,4.77,4.77,0,60.15
6/23/1932,4.8,4.8,4.8,4.8,0.63,59.6
6/24/1932,4.6,4.6,4.6,4.6,-4.17,60.6
6/27/1932,4.44,4.44,4.44,4.44,-3.48,61.2
6/28/1932,4.44,4.44,4.44,4.44,0,61
6/29/1932,4.51,4.51,4.51,4.51,1.58,61.29
6/30/1932,4.43,4.43,4.43,4.43,-1.77,61.33
7/1/1932,4.6,4.6,4.6,4.6,3.84,62.86
7/4/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,63.03
7/5/1932,4.5,4.5,4.5,4.5,-2.17,62.52
7/6/1932,4.6,4.6,4.6,4.6,2.22,62.75
7/7/1932,4.45,4.45,4.45,4.45,-3.26,61.2
7/8/1932,4.41,4.41,4.41,4.41,-0.9,56.38
7/11/1932,4.6,4.6,4.6,4.6,4.31,56.83
7/12/1932,4.6,4.6,4.6,4.6,0,56.59
7/13/1932,4.82,4.82,4.82,4.82,4.78,56.06
7/14/1932,4.79,4.79,4.79,4.79,-0.62,53.71
7/15/1932,4.93,4.93,4.93,4.93,2.92,53.27
7/18/1932,4.8,4.8,4.8,4.8,-2.64,52.14
7/19/1932,4.78,4.78,4.78,4.78,-0.42,48.72
7/20/1932,4.93,4.93,4.93,4.93,3.14,49.52
7/21/1932,5.05,5.05,5.05,5.05,2.43,44.73
7/22/1932,5.2,5.2,5.2,5.2,2.97,45.01
7/25/1932,5.48,5.48,5.48,5.48,5.38,47.06
7/26/1932,5.4,5.4,5.4,5.4,-1.46,46.26
7/27/1932,5.67,5.67,5.67,5.67,5,48.4
7/28/1932,5.85,5.85,5.85,5.85,3.17,44.94
7/29/1932,6.03,6.03,6.03,6.03,3.08,45.48
8/1/1932,6.11,6.11,6.11,6.11,1.33,44.34
8/2/1932,5.87,5.87,5.87,5.87,-3.93,46.72
8/3/1932,6.39,6.39,6.39,6.39,8.86,52.34
8/4/1932,6.52,6.52,6.52,6.52,2.03,49.67
8/5/1932,6.8,6.8,6.8,6.8,4.29,48.07
8/8/1932,7.43,7.43,7.43,7.43,9.26,52.72
8/9/1932,7.39,7.39,7.39,7.39,-0.54,53.22
8/10/1932,7.65,7.65,7.65,7.65,3.52,52.23
8/11/1932,7.61,7.61,7.61,7.61,-0.52,52.43
8/12/1932,7,7,7,7,-8.02,59.79
8/15/1932,7.44,7.44,7.44,7.44,6.29,60.25
8/16/1932,7.68,7.68,7.68,7.68,3.23,60.4
8/17/1932,7.51,7.51,7.51,7.51,-2.21,59.64
8/18/1932,7.6,7.6,7.6,7.6,1.2,59.08
8/19/1932,7.53,7.53,7.53,7.53,-0.92,59.19
8/22/1932,8,8,8,8,6.24,60.34
8/23/1932,8.15,8.15,8.15,8.15,1.88,59.73
8/24/1932,8.33,8.33,8.33,8.33,2.21,59.26
8/25/1932,8.26,8.26,8.26,8.26,-0.84,59.74
8/26/1932,8.39,8.39,8.39,8.39,1.57,58.13
8/29/1932,8.58,8.58,8.58,8.58,2.26,57.68
8/30/1932,8.47,8.47,8.47,8.47,-1.28,58.41
8/31/1932,8.39,8.39,8.39,8.39,-0.94,58.98
9/1/1932,8.47,8.47,8.47,8.47,0.95,58.92
9/2/1932,8.84,8.84,8.84,8.84,4.37,58.44
9/5/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,58.69
9/6/1932,8.91,8.91,8.91,8.91,0.79,57.92
9/7/1932,9.31,9.31,9.31,9.31,4.49,58.36
9/8/1932,8.97,8.97,8.97,8.97,-3.65,60.42
9/9/1932,8.75,8.75,8.75,8.75,-2.45,61.58
9/12/1932,8.15,8.15,8.15,8.15,-6.86,64.79
9/13/1932,7.8,7.8,7.8,7.8,-4.29,62.63
9/14/1932,7.35,7.35,7.35,7.35,-5.77,65.66
9/15/1932,7.66,7.66,7.66,7.66,4.22,65.62
9/16/1932,7.57,7.57,7.57,7.57,-1.17,60.09
9/19/1932,7.34,7.34,7.34,7.34,-3.04,60.83
9/20/1932,7.62,7.62,7.62,7.62,3.81,61
9/21/1932,8.52,8.52,8.52,8.52,11.81,69.82
9/22/1932,8.26,8.26,8.26,8.26,-3.05,65.15
9/23/1932,8.4,8.4,8.4,8.4,1.69,62.9
9/26/1932,8.04,8.04,8.04,8.04,-4.29,63.94
9/27/1932,8.13,8.13,8.13,8.13,1.12,63.54
9/28/1932,8.36,8.36,8.36,8.36,2.83,63.95
9/29/1932,8.1,8.1,8.1,8.1,-3.11,64.73
9/30/1932,8.08,8.08,8.08,8.08,-0.25,62.09
10/3/1932,8.06,8.06,8.06,8.06,-0.25,61.83
10/4/1932,8.05,8.05,8.05,8.05,-0.12,61.43
10/5/1932,7.39,7.39,7.39,7.39,-8.2,66.58
10/6/1932,7.43,7.43,7.43,7.43,0.54,66.36
10/7/1932,7.02,7.02,7.02,7.02,-5.52,67.66
10/10/1932,6.42,6.42,6.42,6.42,-8.55,72.15
10/11/1932,6.88,6.88,6.88,6.88,7.17,76.07
10/12/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.33
10/13/1932,6.67,6.67,6.67,6.67,-3.05,75.89
10/14/1932,7.13,7.13,7.13,7.13,6.9,79.42
10/17/1932,7,7,7,7,-1.82,78
10/18/1932,7.13,7.13,7.13,7.13,1.86,76.72
10/19/1932,7.4,7.4,7.4,7.4,3.79,77.48
10/20/1932,7.23,7.23,7.23,7.23,-2.3,77.45
10/21/1932,6.82,6.82,6.82,6.82,-5.67,76.53
10/24/1932,6.83,6.83,6.83,6.83,0.15,75.63
10/25/1932,6.76,6.76,6.76,6.76,-1.02,73.67
10/26/1932,6.89,6.89,6.89,6.89,1.92,72.68
10/27/1932,6.95,6.95,6.95,6.95,0.87,72.73
10/28/1932,7.09,7.09,7.09,7.09,2.01,72.51
10/31/1932,6.96,6.96,6.96,6.96,-1.83,71.63
11/1/1932,6.76,6.76,6.76,6.76,-2.87,62.11
11/2/1932,6.52,6.52,6.52,6.52,-3.55,62.31
11/3/1932,6.48,6.48,6.48,6.48,-0.61,61.8
11/4/1932,6.88,6.88,6.88,6.88,6.17,64.25
11/7/1932,7.24,7.24,7.24,7.24,5.23,66.36
11/8/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,66.84
11/9/1932,6.92,6.92,6.92,6.92,-4.42,67.5
11/10/1932,7.44,7.44,7.44,7.44,7.51,71.75
11/11/1932,7.68,7.68,7.68,7.68,3.23,72.56
11/14/1932,7.43,7.43,7.43,7.43,-3.26,73.2
11/15/1932,7.43,7.43,7.43,7.43,0,68.19
11/16/1932,7.2,7.2,7.2,7.2,-3.1,68.87
11/17/1932,7.15,7.15,7.15,7.15,-0.69,66.54
11/18/1932,7.13,7.13,7.13,7.13,-0.28,59.92
11/21/1932,7.2,7.2,7.2,7.2,0.98,56.17
11/22/1932,7.17,7.17,7.17,7.17,-0.42,55.21
11/23/1932,6.85,6.85,6.85,6.85,-4.46,56.15
11/24/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,53.16
11/25/1932,6.78,6.78,6.78,6.78,-1.02,52.96
11/28/1932,6.8,6.8,6.8,6.8,0.29,52.6
11/29/1932,6.78,6.78,6.78,6.78,-0.29,51.09
11/30/1932,6.55,6.55,6.55,6.55,-3.39,51.64
12/1/1932,6.73,6.73,6.73,6.73,2.75,49.35
12/2/1932,6.47,6.47,6.47,6.47,-3.86,50.79
12/5/1932,6.54,6.54,6.54,6.54,1.08,50.87
12/6/1932,6.87,6.87,6.87,6.87,5.05,52.89
12/7/1932,6.89,6.89,6.89,6.89,0.29,52.83
12/8/1932,6.89,6.89,6.89,6.89,0,52.42
12/9/1932,7.08,7.08,7.08,7.08,2.76,52.82
12/12/1932,7.07,7.07,7.07,7.07,-0.14,51.95
12/13/1932,6.99,6.99,6.99,6.99,-1.13,50.7
12/14/1932,7.12,7.12,7.12,7.12,1.86,50.85
12/15/1932,7.05,7.05,7.05,7.05,-0.98,47.62
12/16/1932,7,7,7,7,-0.71,44.84
12/19/1932,6.97,6.97,6.97,6.97,-0.43,42.57
12/20/1932,6.82,6.82,6.82,6.82,-2.15,42.31
12/21/1932,6.8,6.8,6.8,6.8,-0.29,35.47
12/22/1932,6.57,6.57,6.57,6.57,-3.38,34.92
12/23/1932,6.57,6.57,6.57,6.57,0,33.84
12/26/1932,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,34.46
12/27/1932,6.61,6.61,6.61,6.61,0.61,33.48
12/28/1932,6.6,6.6,6.6,6.6,-0.15,33.47
12/29/1932,6.75,6.75,6.75,6.75,2.27,34.38
12/30/1932,6.92,6.92,6.92,6.92,2.52,35.21
1/2/1933,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.9
1/3/1933,6.83,6.83,6.83,6.83,-1.3,33.09
1/4/1933,7.15,7.15,7.15,7.15,4.69,35.92
1/5/1933,7.12,7.12,7.12,7.12,-0.42,35.28
1/6/1933,7.23,7.23,7.23,7.23,1.54,35.53
1/9/1933,7.13,7.13,7.13,7.13,-1.38,35.85
1/10/1933,7.34,7.34,7.34,7.34,2.95,34.81
1/11/1933,7.32,7.32,7.32,7.32,-0.27,34.07
1/12/1933,7.23,7.23,7.23,7.23,-1.23,31.65
1/13/1933,7.25,7.25,7.25,7.25,0.28,31.58
1/16/1933,7.06,7.06,7.06,7.06,-2.62,29.36
1/17/1933,7.08,7.08,7.08,7.08,0.28,29.36
1/18/1933,6.95,6.95,6.95,6.95,-1.84,29.98
1/19/1933,6.98,6.98,6.98,6.98,0.43,28.74
1/20/1933,7.06,7.06,7.06,7.06,1.15,28.97
1/23/1933,7.03,7.03,7.03,7.03,-0.42,28.78
1/24/1933,6.98,6.98,6.98,6.98,-0.71,28.25
1/25/1933,7.1,7.1,7.1,7.1,1.72,28.61
1/26/1933,7.05,7.05,7.05,7.05,-0.7,28.61
1/27/1933,7.04,7.04,7.04,7.04,-0.14,28.58
1/30/1933,6.98,6.98,6.98,6.98,-0.85,27.84
1/31/1933,6.94,6.94,6.94,6.94,-0.57,27.89
2/1/1933,6.67,6.67,6.67,6.67,-3.89,28.6
2/2/1933,6.55,6.55,6.55,6.55,-1.8,29.18
2/3/1933,6.53,6.53,6.53,6.53,-0.31,29.12
2/6/1933,6.48,6.48,6.48,6.48,-0.77,28.67
2/7/1933,6.54,6.54,6.54,6.54,0.93,28.82
2/8/1933,6.62,6.62,6.62,6.62,1.22,28.2
2/9/1933,6.76,6.76,6.76,6.76,2.11,27.88
2/10/1933,6.66,6.66,6.66,6.66,-1.48,27.96
2/13/1933,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,27.96
2/14/1933,6.32,6.32,6.32,6.32,-5.11,28.18
2/15/1933,6.28,6.28,6.28,6.28,-0.63,28.19
2/16/1933,6.13,6.13,6.13,6.13,-2.39,28.08
2/17/1933,6.23,6.23,6.23,6.23,1.63,28.75
2/20/1933,6,6,6,6,-3.69,28.36
2/21/1933,5.96,5.96,5.96,5.96,-0.67,28.33
2/22/1933,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.82
2/23/1933,5.68,5.68,5.68,5.68,-4.7,31.29
2/24/1933,5.9,5.9,5.9,5.9,3.87,33.97
2/27/1933,5.53,5.53,5.53,5.53,-6.27,38.29
2/28/1933,5.66,5.66,5.66,5.66,2.35,39.44
3/1/1933,5.77,5.77,5.77,5.77,1.94,40.16
3/2/1933,5.65,5.65,5.65,5.65,-2.08,39.93
3/3/1933,5.84,5.84,5.84,5.84,3.36,41.93
3/6/1933,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,42.76
3/15/1933,6.81,6.81,6.81,6.81,16.61,#N/A N/A
3/16/1933,6.93,6.93,6.93,6.93,1.76,#N/A N/A
3/17/1933,6.63,6.63,6.63,6.63,-4.33,#N/A N/A
3/20/1933,6.5,6.5,6.5,6.5,-1.96,#N/A N/A
3/21/1933,6.2,6.2,6.2,6.2,-4.62,#N/A N/A
3/22/1933,6.12,6.12,6.12,6.12,-1.29,#N/A N/A
3/23/1933,6.25,6.25,6.25,6.25,2.12,#N/A N/A
3/24/1933,6.25,6.25,6.25,6.25,0,#N/A N/A
3/27/1933,6.09,6.09,6.09,6.09,-2.56,#N/A N/A
3/28/1933,6.21,6.21,6.21,6.21,1.97,#N/A N/A
3/29/1933,6.07,6.07,6.07,6.07,-2.25,#N/A N/A
3/30/1933,6.05,6.05,6.05,6.05,-0.33,#N/A N/A
3/31/1933,5.85,5.85,5.85,5.85,-3.31,#N/A N/A
4/3/1933,5.87,5.87,5.87,5.87,0.34,#N/A N/A
4/4/1933,5.9,5.9,5.9,5.9,0.51,#N/A N/A
4/5/1933,5.95,5.95,5.95,5.95,0.85,#N/A N/A
4/6/1933,6.05,6.05,6.05,6.05,1.68,#N/A N/A
4/7/1933,6.12,6.12,6.12,6.12,1.16,#N/A N/A
4/10/1933,6.54,6.54,6.54,6.54,6.86,#N/A N/A
4/11/1933,6.51,6.51,6.51,6.51,-0.46,#N/A N/A
4/12/1933,6.41,6.41,6.41,6.41,-1.54,#N/A N/A
4/13/1933,6.67,6.67,6.67,6.67,4.06,#N/A N/A
4/17/1933,6.53,6.53,6.53,6.53,-2.1,#N/A N/A
4/18/1933,6.66,6.66,6.66,6.66,1.99,#N/A N/A
4/19/1933,7.14,7.14,7.14,7.14,7.21,#N/A N/A
4/20/1933,7.82,7.82,7.82,7.82,9.52,#N/A N/A
4/21/1933,7.44,7.44,7.44,7.44,-4.86,56.89
4/24/1933,7.91,7.91,7.91,7.91,6.32,58.6
4/25/1933,7.72,7.72,7.72,7.72,-2.4,58.22
4/26/1933,7.77,7.77,7.77,7.77,0.65,58.08
4/27/1933,7.7,7.7,7.7,7.7,-0.9,56.22
4/28/1933,7.83,7.83,7.83,7.83,1.69,55.75
5/1/1933,8.43,8.43,8.43,8.43,7.66,56.68
5/2/1933,8.46,8.46,8.46,8.46,0.36,56.23
5/3/1933,8.41,8.41,8.41,8.41,-0.59,56.39
5/4/1933,8.65,8.65,8.65,8.65,2.85,56.53
5/5/1933,8.74,8.74,8.74,8.74,1.04,55.28
5/8/1933,8.34,8.34,8.34,8.34,-4.58,58.14
5/9/1933,8.4,8.4,8.4,8.4,0.72,57.19
5/10/1933,8.82,8.82,8.82,8.82,5,58.08
5/11/1933,9.07,9.07,9.07,9.07,2.83,56.28
5/12/1933,9.03,9.03,9.03,9.03,-0.44,56.49
5/15/1933,8.68,8.68,8.68,8.68,-3.88,58.86
5/16/1933,8.85,8.85,8.85,8.85,1.96,58.86
5/17/1933,8.94,8.94,8.94,8.94,1.02,58.87
5/18/1933,8.89,8.89,8.89,8.89,-0.56,59.17
5/19/1933,8.82,8.82,8.82,8.82,-0.79,57.05
5/22/1933,8.64,8.64,8.64,8.64,-2.04,57.66
5/23/1933,8.96,8.96,8.96,8.96,3.7,57.61
5/24/1933,9.15,9.15,9.15,9.15,2.12,57.02
5/25/1933,9.08,9.08,9.08,9.08,-0.77,56.43
5/26/1933,9.34,9.34,9.34,9.34,2.86,55.63
5/29/1933,9.78,9.78,9.78,9.78,4.71,56.5
5/30/1933,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,54.72
5/31/1933,9.64,9.64,9.64,9.64,-1.43,49.06
6/1/1933,9.74,9.74,9.74,9.74,1.04,45.6
6/2/1933,10.13,10.13,10.13,10.13,4,43.65
6/5/1933,10.07,10.07,10.07,10.07,-0.59,42.66
6/6/1933,10.04,10.04,10.04,10.04,-0.3,42.82
6/7/1933,10.22,10.22,10.22,10.22,1.79,42.5
6/8/1933,10.31,10.31,10.31,10.31,0.88,42.45
6/9/1933,10.41,10.41,10.41,10.41,0.97,37.33
6/12/1933,10.89,10.89,10.89,10.89,4.61,39.01
6/13/1933,10.57,10.57,10.57,10.57,-2.94,40.54
6/14/1933,10.47,10.47,10.47,10.47,-0.95,40.37
6/15/1933,9.74,9.74,9.74,9.74,-6.97,46.99
6/16/1933,9.81,9.81,9.81,9.81,0.72,44.17
6/19/1933,10.68,10.68,10.68,10.68,8.87,50.34
6/20/1933,10.52,10.52,10.52,10.52,-1.5,49.17
6/21/1933,10.58,10.58,10.58,10.58,0.57,48.69
6/22/1933,10.22,10.22,10.22,10.22,-3.4,50.14
6/23/1933,10.56,10.56,10.56,10.56,3.33,48.85
6/26/1933,10.87,10.87,10.87,10.87,2.94,49.17
6/27/1933,10.98,10.98,10.98,10.98,1.01,49.17
6/28/1933,10.84,10.84,10.84,10.84,-1.28,49.4
6/29/1933,10.74,10.74,10.74,10.74,-0.92,49.45
6/30/1933,10.91,10.91,10.91,10.91,1.58,48.72
7/3/1933,11.62,11.62,11.62,11.62,6.51,50.83
7/4/1933,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,51.67
